funding_department_id,funding_department_name,funding_agency_id,funding_agency_name,funding_office_id,funding_office_name,dollars_obligated,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B008,OFFICE OF HUMAN RESOURCES MANAGEMENT,"-85,038.63",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B008,OFFICE OF HUMAN RESOURCES MANAGEMENT,"-9,858.86",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B011,OFFICE OF PROFESSIONAL RESPONSIBILITY,"-26,905.81",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B011,OFFICE OF PROFESSIONAL RESPONSIBILITY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B011,OFFICE OF PROFESSIONAL RESPONSIBILITY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B013,OFFICE OF TRADE,"998,500.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B013,OFFICE OF TRADE,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B020,OPERATIONS SUPPORT OFFICE,"499,969.22",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B020,OPERATIONS SUPPORT OFFICE,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B020,OPERATIONS SUPPORT OFFICE,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA20,PREPAREDNESS SECTION(PRE20),"2,899,946.52",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA20,PREPAREDNESS SECTION(PRE20),"941,608.96",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA20,PREPAREDNESS SECTION(PRE20),"1,150,139.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA40,SUPPORT SERVICES SECTION(SS40),0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA40,SUPPORT SERVICES SECTION(SS40),0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA40,SUPPORT SERVICES SECTION(SS40),"74,931.98",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA50,NATIONAL CONTINUITY SECTION(CON50),"2,043,393.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA60,MITIGATION SECTION(MIT60),0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA60,MITIGATION SECTION(MIT60),"499,721.69",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FA60,MITIGATION SECTION(MIT60),"549,778.67",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FB80,COMMUNITY SURVIVOR  ASSISTANCE SEC,"23,654,845.23",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FB80,COMMUNITY SURVIVOR  ASSISTANCE SEC,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FBR2,REGION 2: EMERGENCY PREPAREDNESS AN,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FBR2,REGION 2: EMERGENCY PREPAREDNESS AN,"900,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FBR3,REGOIN 3: EMERGENCY PREPAREDNESS AN,800.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FBR9,REGION 9: EMERGENCY PREPAREDNESS AN,"-15,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FH10,FEMA,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FP0A,OA - OFFICE OF THE ADMINISTRATOR,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FP0A,OA - OFFICE OF THE ADMINISTRATOR,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FP0A,OA - OFFICE OF THE ADMINISTRATOR,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FP0A,OA - OFFICE OF THE ADMINISTRATOR,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FP0P,OPR - OFFICE OF PROFESSIONAL RESPONSIBILITY,"643,555.61",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFA,USFA - UNITED STATES FIRE ADMINISTRATION,"155,700.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFA,USFA - UNITED STATES FIRE ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,"499,972.68",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,"249,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,454.73,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,"499,700.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,"550,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,"2,899,773.90",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPFM,RESILIENCE – FIMA FEDERAL INSURANCE AND MITIGATION ADMINISTRATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"40,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"20,367.32",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"1,181,459.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"959,340.33",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"993,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,"7,570,341.44",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPMS,MS - MISSION SUPPORT,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPNC,NCRC - NATIONAL CAPITAL REGION COORDINATION,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPPA,OPPA - OFFICE OF POLICY AND PROGRAM ANALYSIS,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPPA,OPPA - OFFICE OF POLICY AND PROGRAM ANALYSIS,"122,996.20",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"-359,580.70",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"-4,105,139.39",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"1,300,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"549,999.99",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"500,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,"769,192.76",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR2,REGION 2,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR3,REGION 3,800.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPR3,REGION 3,800.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"518,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"750,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"350,400.01",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"293,889.91",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"1,499,973.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"8,721,776.77",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRR,ORR – OFFICE OF RESPONSE AND RECOVERY,"20,000,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","276,999.99",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","103,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","2,070,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","267,095.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","267,000.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","526,324.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","148,828.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","199,798.13",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","6,286,153.66",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)","1,495,200.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,70FPRS,"RESILIENCE - ALL OTHER COMPONENTS (NPD, NCP, ORIC, AO, GPD)",0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,"119,390.00",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,"-4,578.47",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,-272.64,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,"-34,888.10",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,"2,437,118.91",,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,0.00,,,,,,,,,,,,,,,,,,
7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,"-19,309.68",,,,,,,,,,,,,,,,,,
