funding_department_id,funding_department_name,funding_agency_id,funding_agency_name,funding_office_id,funding_office_name,dollars_obligated
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),40000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),60000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),39525.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),27845.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),200000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),22160.58
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),15000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),5000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),5000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),19000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),-19000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),80000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),21000.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),-13.40
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),-110.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C691,691-VA GREATER LA HLTHCR SYS(00691),189500.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C786,NATIONAL CEMETERY ADMIN (36C786),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C786,NATIONAL CEMETERY ADMIN (36C786),-11635.14
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C786,NATIONAL CEMETERY ADMIN (36C786),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36P663,663P-SEATTLE PROSTHETICS(00663P),0.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36P663,663P-SEATTLE PROSTHETICS(00663P),-11300.00
3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36P663,663P-SEATTLE PROSTHETICS(00663P),0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QFPA,GSA FAS AAS REGION 9,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QFPA,GSA FAS AAS REGION 9,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAA,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4732,FEDERAL ACQUISITION SERVICE,47QRAD,GSA/FAS/PSHC/OASIS,0.00
4700,GENERAL SERVICES ADMINISTRATION,4750,OFFICE OF THE CHIEF INFORMATION OFFICER,47FQ00,OFFICE OF GSA IT,28400.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,74999.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490100,OFFICE OF THE DIRECTOR,75000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,748828.70
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,2999994.48
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,1999816.32
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,741032.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,295746.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,11834.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490106,OFFICE OF INTEGRATIVE ACTIVITIES,110241.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,100000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,1999692.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,749921.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,750000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,-750000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,750000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,484525.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,443336.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,79528.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,750000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,744519.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,488830.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,498633.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,500000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,496620.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,10500.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,77291.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,361956.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490403,NATL CTR FOR SCIENCE  ENGINEER STA,83435.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,490609,OFFICE OF POLAR PROGRAMS,100000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,500000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,601909.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,500000.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,528743.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,1352369.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491004,DIV OF ACQ AND COOPERATIVE SUPPORT,377349.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491100,DIRECTORATE FOR STEM EDUCATION,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491100,DIRECTORATE FOR STEM EDUCATION,0.00
4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,491109,DIV OF RESEARCH ON LEARNING IN,1253019.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,198832.18
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,542328.75
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,1319502.41
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,189000.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,241076.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,-24826.44
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,866000.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,-58470.98
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,39000.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,17552.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,-83356.10
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,150677.46
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,201120.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,3400.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,156862.41
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,63575.20
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,155376.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,-3726.76
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5000,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,503102,SECURITIES AND EXCHANGE COMMISSION,0.00
5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,539871,INSTITUTE OF MUSEUM  LIBRARY SVCS,998044.28
5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,539871,INSTITUTE OF MUSEUM  LIBRARY SVCS,543480.00
5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,539871,INSTITUTE OF MUSEUM  LIBRARY SVCS,151118.10
5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,5300,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,539871,INSTITUTE OF MUSEUM  LIBRARY SVCS,35829.00
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,169854.91
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,10496.01
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,149028.00
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,327905.93
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,13774.96
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,14000.00
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,147469.81
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,139680.75
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,100770.00
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NATIONAL ENDOWMENT FOR THE ARTS,593105,NATIONAL ENDOWMENT FOR THE ARTS,224137.00
