naics_code,naics_description,product_service_code,naics_description,contracting_agency_id,contracting_agency_name,contracting_office_id,contracting_office_name,contracting_department_id,contracting_department_name,major_command_code,major_command_id,major_command_name,date_signed,period_of_performance,last_date_order,completion_date,type_of_set_aside,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,10/28/2022,8/2/2022,,8/2/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,11/9/2022,8/15/2022,,8/14/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,12/20/2022,8/15/2022,,8/14/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/24/2023,8/1/2022,,7/31/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/31/2023,8/1/2022,,8/31/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/29/2022,9/30/2022,,9/29/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/7/2023,9/30/2022,,12/29/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R499,SUPPORT- PROFESSIONAL: OTHER,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,6/30/2021,7/9/2021,,7/8/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R499,SUPPORT- PROFESSIONAL: OTHER,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSA,CISA? ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,4/4/2023,7/9/2021,,7/8/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,6/12/2023,8/1/2023,,7/31/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/7/2023,3/24/2022,,3/23/2027,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/6/2023,8/1/2023,,7/31/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/19/2023,9/25/2023,,9/24/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/29/2023,9/29/2023,,9/28/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/16/2022,9/16/2022,,9/14/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,7001,OFFICE OF PROCUREMENT OPERATIONS,70RCSJ,CISA CONTRACTING ACTIVITY,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/21/2023,9/16/2022,,3/14/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RDAD,DEPARTMENTAL OPERATIONS ACQUISITION DIVISION I,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/12/2022,9/24/2020,,9/23/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,12/10/2021,9/28/2018,,11/4/2020,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,6/24/2021,9/29/2017,,11/28/2018,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,3/18/2021,9/20/2019,,3/18/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/22/2021,7/23/2021,,9/22/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,5/20/2022,7/23/2021,,3/22/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/27/2022,9/29/2022,,9/28/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,6/28/2023,9/29/2022,,9/28/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/13/2023,9/29/2022,,9/28/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/26/2022,6/3/2020,,6/2/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/15/2022,9/15/2022,,9/14/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/5/2023,9/1/2023,,8/31/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/13/2023,9/15/2023,,9/14/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/25/2023,9/27/2023,,9/26/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/28/2023,9/1/2023,,8/31/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R799,SUPPORT- MANAGEMENT: OTHER,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/2/2023,8/2/2023,,8/1/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R799,SUPPORT- MANAGEMENT: OTHER,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/26/2023,8/2/2023,,8/1/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/8/2022,7/2/2005,6/7/2017,,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/22/2022,9/17/2015,,11/16/2016,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,1/11/2023,8/29/2013,,6/30/2015,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,3/23/2021,9/30/2019,,3/29/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/22/2022,4/19/2010,4/24/2015,,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,7/21/2022,9/26/2016,,9/26/2019,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/21/2022,7/22/2019,,1/31/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/26/2022,8/31/2020,,1/5/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/28/2021,1/7/2016,1/6/2021,,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,1/12/2023,7/9/2010,6/7/2017,,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,2/26/2018,,10/15/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,4/20/2018,,4/19/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,9/11/2018,,12/23/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,9/18/2018,,5/29/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,6/24/2019,,9/30/2020,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,7/24/2019,,5/30/2020,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,9/27/2017,,3/27/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/18/2022,9/27/2017,,3/29/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/6/2022,9/16/2019,,3/16/2020,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/6/2022,5/17/2017,,3/1/2019,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,6/15/2022,9/29/2016,,12/28/2018,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,11/4/2020,9/28/2018,,11/4/2020,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/16/2022,9/20/2010,,9/19/2011,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/25/2022,7/28/2010,7/27/2015,,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/24/2022,8/22/2022,,8/21/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/1/2023,8/7/2023,,8/6/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,8/11/2023,8/22/2022,,8/21/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/25/2023,8/22/2022,,8/21/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,7001,OFFICE OF PROCUREMENT OPERATIONS,70RWMD,CWMD ACQ DIV,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,,9/25/2023,8/22/2022,,8/21/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA15,AGRICULTURE R&D SVCS; AGRICULTURAL RESEARCH & SVCS; R&D FACILITIES & MAJ EQUIP,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,11/17/2021,7/16/2021,,7/15/2025,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA15,AGRICULTURE R&D SVCS; AGRICULTURAL RESEARCH & SVCS; R&D FACILITIES & MAJ EQUIP,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,4/27/2023,7/16/2021,,7/15/2025,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,8/29/2023,2/4/2011,,8/30/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA93,R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720DD1,"DEVELOPMENT, DEMOCRACY, INNOVATION",7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,11/17/2021,6/15/2020,,7/5/2024,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA93,R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720DD1,"DEVELOPMENT, DEMOCRACY, INNOVATION",7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,4/27/2023,6/15/2020,,7/5/2025,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA93,R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720DD1,"DEVELOPMENT, DEMOCRACY, INNOVATION",7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,4/27/2023,6/15/2020,,7/5/2025,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AA93,R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720DD1,"DEVELOPMENT, DEMOCRACY, INNOVATION",7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,6/27/2023,6/15/2020,,7/5/2025,NONE,,
